Post.Office,State,County,Established,Discontinued,Latitude,Longitude
CLATSOP,OR,Clatsop,1894,1914,46.0789957,-123.9137523
CLAYTON,WA,Stevens,1894,,47.996656,-117.5593959
CLEO SPRINGS,OK,Major,1894,1894,36.4082541,-98.4415956
CLEVELAND,OK,Pawnee,1894,,36.3102963,-96.4647674
CLIFF,NM,Grant,1894,,32.9596009,-108.6111424
CLIFFORD,OR,Baker,1894,1901,44.6751536,-118.3424421
CLOUGH,MT,Lewis & Clark,1894,1898,46.6654914,-112.1502835
COLLIS,CA,Fresno,1894,1906,36.7238211,-120.0592944
COMO,TX,Hopkins,1894,,33.0593432,-95.473145
CONIFER,CO,Jefferson,1894,1929,39.5438036,-105.2953914
COTATI,CA,Sonoma,1894,,38.3275744,-122.6986565
COTTRELL,OR,Clackamas,1894,1904,45.4576206,-122.3056448
CRAWFORD,SD,Roberts,1894,1913,45.8664014,-96.7324588
CRESTON,MT,Flathead,1894,1956,48.1894036,-114.1373429
CRYSTAL,OR,Klamath,1894,1944,42.5762452,-122.0816876
DAMAR,KS,Rooks,1894,,39.3185773,-99.5853722
DEAN,NV,Lander,1894,1905,40.4251935,-116.8562062
DEER LODGE,MT,Powell,1894,,46.3973595,-112.7357511
DELAMAR,NV,Lincoln,1894,1941,37.4580195,-114.7700032
DEWEY,MT,Beaverhead,1894,1913,45.777148,-112.8550332
DIBBLE,OK,McClain,1894,,35.0309347,-97.6310994
DOWNEY,ID,Bannock,1894,,42.4291472,-112.1246828
DRIGGS,ID,Teton,1894,,43.7218602,-111.1114077
ELK,NM,Chaves,1894,1958,32.9431537,-105.334426
ELLENSBURG,WA,Kittitas,1894,,46.9941154,-120.5467909
EMPIRE,OR,Coos,1894,1957,43.3920214,-124.2734753
FAIRVIEW,OK,Major,1894,,36.2688192,-98.4807962
FAIRVIEW,UT,Sanpete,1894,,39.6283112,-111.4403605
FAY,OK,Dewey,1894,,35.8141725,-98.6577763
FELIZ,NM,Chaves,1894,1895,33.1138372,-104.326976
FOLEY,OR,Tillamook,1894,1906,45.6581628,-123.8415189
FOX,OK,Carter,1894,,34.3641412,-97.4921797
FRANNIE,WY,Park,1894,,44.9690402,-108.6216853
GARBER,OK,Garfield,1894,,36.4395803,-97.582214
GARVIN,OK,McCurtain,1894,,33.9543734,-94.9403623
GATE,OK,Beaver,1894,,36.8535971,-100.0549688
GEDDES,MT,Rosebud,1894,1897,45.7666682,-106.2833432
GILTEDGE,MT,Fergus,1894,1948,47.1280302,-109.2015599
GLEN,OR,Lincoln,1894,1912,44.5165089,-123.8178901
GLENROCK,NE,Nemaha,1894,1929,40.4436122,-95.8911111
GLENWOOD,NE,Buffalo,1894,1900,40.7486235,-99.0836992
GOBLE,OR,Columbia,1894,1960,46.0159469,-122.8753853
GOFF,KS,Nemaha,1894,,39.6642501,-95.9318368
GOLDFIELD,AZ,Pinal,1894,1898,33.4583333,-111.4875
GOWEN,OK,Latimer,1894,,34.8826448,-95.4766827
GRACE,ID,Caribou,1894,,42.577309,-111.7307378
GRAFORD,TX,Palo Pinto,1894,,32.9370442,-98.2488477
GRAVE,OR,Josephine,1894,1913,42.6390067,-123.3756188
GRAY,NM,Lincoln,1894,1900,33.5459197,-105.5756434
GREEN,MT,Teton,1894,1895,47.6991188,-112.0091723
HAMMON,OK,Roger Mills,1894,,35.6330783,-99.3816185
HANSTON,KS,Hodgeman,1894,,38.1225279,-99.7142389
HARBOR,OR,Curry,1894,1958,42.0506166,-124.262516
HELENA,OK,Alfalfa,1894,,36.5456174,-98.270225
HENDERSON,CO,Adams,1894,,39.9181785,-104.8672565
HEPLER,MT,Cascade,1894,1903,47.4943937,-111.9702741
HILLYARD,WA,Spokane,1894,1910,47.6973738,-117.358102
HOLMAN,NM,Mora,1894,,36.0411395,-105.3852365
HOPETON,OK,Woods,1894,,36.6868185,-98.6665414
HOPEWELL,NM,Rio Arriba,1894,1906,36.4652778,-106.7825
HOUSTON HEIGHTS,TX,Harris,1894,1915,29.7904161,-95.3982204
INTERIOR,SD,Jackson,1894,,43.726886,-101.985376
ISABELLA,OK,Major,1894,,36.2367386,-98.3418013
JET,OK,Alfalfa,1894,,36.6660856,-98.1811976
JUNCTION,TX,Kimble,1894,,30.4885965,-99.767158
KAMIAH,ID,Lewis,1894,,46.2276893,-116.0282305
KEENE,TX,Johnson,1894,,32.3950673,-97.3310242
KELSO,OR,Clackamas,1894,1904,45.418454,-122.3081437
KERSEY,CO,Weld,1894,,40.387788,-104.5650458
KINGSBURG,CA,Fresno,1894,,36.5137274,-119.5521062
KINGSTON,OK,Marshall,1894,,33.9995706,-96.7196732
KINTON,OR,Washington,1894,1903,45.4231732,-122.8778779
KYLE,SD,Shannon,1894,,43.4235511,-102.1766593
LA JOLLA,CA,San Diego,1894,,32.8689357,-117.2305191
LAGONA,CA,Orange,1894,1904,33.5283422,-117.7150911
LAHOMA,OK,Garfield,1894,,36.3892166,-98.0890998
LANDUSKY,MT,Phillips,1894,1983,47.8977716,-108.6223746
LAWRENTZ,OR,Klamath,1894,1895,42.4806908,-122.084186
LEESBURG,ID,Lemhi,1894,1942,45.223808,-114.1139647
LIGNITE,ND,Burke,1894,,48.8772353,-102.5636411
LISSIE,TX,Wharton,1894,,29.5551954,-96.2254738
LITTLEFIELD,AZ,Mohave,1894,,36.907092,-113.9342883
LORELLA,OR,Klamath,1894,1930,42.1370978,-121.2724931
LORTON,NE,Otoe,1894,,40.595557,-96.0244507
LOUISBURG,KS,Miami,1894,,38.6192044,-94.6617765
LOUP,NE,Sherman,1894,1904,41.2739302,-98.9676349
LOWERSODA,OR,Linn,1894,1899,44.3962366,-122.4639697
LUMBERTON,NM,Rio Arriba,1894,,36.9300107,-106.936982
MACKSBURG,OR,Clackamas,1894,1903,45.2137325,-122.6612019
MAGNET,NE,Cedar,1894,,42.4550365,-97.4702597
MARTEL,NE,Lancaster,1894,1930,40.6381689,-96.7576136
MCMILLAN,NM,Eddy,1894,1904,32.6326507,-104.3702147
MEAD,OK,Bryan,1894,,34.0017526,-96.5096628
MEADOW,NE,Sarpy,1894,1953,41.0161098,-96.1566803
MENLO,WA,Pacific,1894,,46.6235235,-123.6489137
MERIDIAN,OK,Logan,1894,,35.8453936,-97.2466209
MERIDIAN,ID,Ada,1894,,43.6147783,-116.391085
METHOW,WA,Okanogan,1894,,48.1290273,-120.0033561
MINERAL,CA,Tehama,1894,,40.3489982,-121.5938067
MORRISON,OK,Noble,1894,,36.2958623,-97.0085361
MORRISON,OR,Lincoln,1894,1900,44.647896,-123.8701128
MORROWVILLE,KS,Washington,1894,,39.8448658,-97.1728626
MUNDAY,TX,Knox,1894,,33.4500675,-99.6253427
MYNARD,NE,Cass,1894,1939,40.9736105,-95.9238984
NADA,TX,Colorado,1894,,29.4054095,-96.3863606
NAPER,NE,Boyd,1894,,42.9637801,-99.0971677
NEEDVILLE,TX,Fort Bend,1894,,29.4013678,-95.8362127
NEW ENGLAND,ND,Hettinger,1894,,46.5400316,-102.8668107
NEWCASTLE,OK,McClain,1894,,35.2502488,-97.5983851
NEWKIRK,OK,Kay,1894,,36.8821265,-97.0539201
NORMANNA,TX,Bee,1894,,28.5285157,-97.784462
NORTON,TX,Runnels,1894,,31.870764,-100.126011
O'NEIL,NV,Elko,1894,1925,41.7849115,-115.0158826
ORAL,SD,Fall River,1894,,43.4051262,-103.2692757
PANOLA,TX,Panola,1894,1913,32.3603458,-94.0932397
PANTHER,OR,Lane,1894,1909,43.9290109,-123.3845404
PARKER,ID,Fremont,1894,,43.9569753,-111.7581894
PARKER,WA,Yakima,1894,,46.5040616,-120.4679931
PARKMAN,WY,Sheridan,1894,,44.9571311,-107.3324393
PENNGROVE,CA,Sonoma,1894,,38.2965588,-122.6666064
PERRYVILLE,NM,Colfax,1894,1895,36.5361436,-105.2275066
PIERCE,ID,Clearwater,1894,,46.4896407,-115.7987231
PIVOT,OR,Columbia,1894,1895,45.8884446,-123.3567868
PLACER,OR,Josephine,1894,1924,42.6320633,-123.3153394
PLAINS,KS,Meade,1894,,37.2606939,-100.5893467
POLK,OK,Kay,1894,1904,36.6083669,-97.4542137
POPLAR,OR,Wheeler,1894,1899,44.8304185,-119.7552808
POWELL VALLEY,OR,Multnomah,1894,1903,45.4865093,-122.3934237
PRINCETON,ID,Latah,1894,,46.9134844,-116.8366889
QUINLAN,TX,Hunt,1894,,32.9144229,-96.1281894
RALSTON,OK,Pawnee,1894,,36.5037786,-96.7316019
RANCHESTER,WY,Sheridan,1894,,44.9092145,-107.1667084
RAYWOOD,TX,Liberty,1894,,30.041924,-94.6718605
REDWATER,TX,Bowie,1894,,33.3627298,-94.2511833
RIBERA,NM,San Miguel,1894,,35.3736554,-105.4486228
RINGWOOD,OK,Major,1894,,36.3768521,-98.2462638
ROCKVALE,MT,Carbon,1894,1914,45.5224479,-108.8618118
ROKEBY,NE,Lancaster,1894,1919,40.7119461,-96.73613
RONAN,MT,Lake,1894,,47.5279265,-114.1011657
ROOP,NV,Washoe,1894,1924,40.5637903,-119.9610401
ROSEBURG,OR,Douglas,1894,,43.2086156,-123.341968
ROY,UT,Weber,1894,,41.1591108,-112.0271646
ROYAL,MT,Granite,1894,1905,46.4124272,-113.0953325
SALISBURY,OR,Umatilla,1894,1896,45.5720743,-118.7785942
SAMOA,CA,Humboldt,1894,,40.8170754,-124.1862303
SAN MARTIN,CA,Santa Clara,1894,,37.0856811,-121.6063993
SAYPO,MT,Teton,1894,1911,47.8088382,-112.5661468
SEILING,OK,Dewey,1894,,36.1478257,-98.9237628
SEVERANCE,CO,Weld,1894,,40.5239955,-104.850942
SHADY POINT,OK,LeFlore,1894,,35.130722,-94.6655479
SHERMAN,NM,Grant,1894,1967,32.7467441,-107.8864242
SIDNEY,OR,Marion,1894,1915,44.7831761,-123.1095405
SILSBEE,TX,Hardin,1894,,30.3423923,-94.1827631
SIMNASHO,OR,Wasco,1894,1954,44.9728942,-121.3500612
SIMONTON,TX,Fort Bend,1894,,29.6801365,-95.9787816
SNOW,OR,Klamath,1894,1899,42.0754187,-122.276129
SOLOMON,KS,Dickinson,1894,,38.9161989,-97.3719065
SOMERVILLE,TX,Burleson,1894,,30.3449869,-96.5299553
SPALDING,NE,Greeley,1894,,41.6889588,-98.3615553
SPRUCE,OR,Tillamook,1894,1907,45.3373277,-123.8359527
STEELBURG,NE,Jefferson,1894,1900,40.0378272,-97.0264887
STEVENSON,WA,Skamania,1894,,45.6931223,-121.8831484
STRAUSS,NM,Dona Ana,1894,1943,31.8642713,-106.6988813
SULTAN,WA,Snohomish,1894,,47.8621121,-121.8162006
SUMTER,NE,Valley,1894,1895,41.5894546,-98.788416
SUNNYSIDE,WA,Yakima,1894,,46.3235572,-120.0110408
SWANLAKE,ID,Bannock,1894,,42.3132491,-112.0024523
SWEETWATER,OK,Roger Mills,1894,,35.423727,-99.9117978
TEA,SD,Lincoln,1894,,43.447913,-96.8269743
TENNYSON,TX,Coke,1894,,31.7432655,-100.2853997
THOMAS,OK,Custer,1894,,35.7443862,-98.7478327
TOBACCO,MT,Lincoln,1894,1905,48.9199652,-115.0565564
TOKELAND,WA,Pacific,1894,,46.7209686,-124.0143283
TONKAWA,OK,Kay,1894,,36.6795552,-97.3080289
TRINITY CENTER,CA,Trinity,1894,,40.9813705,-122.703384
TROPIC,UT,Garfield,1894,,37.6245179,-112.0823223
TRUCHAS,NM,Rio Arriba,1894,1966,36.0436363,-105.8116848
TUSTIN,CA,Orange,1894,,33.7454673,-117.8209864
VAN,TX,Van Zandt,1894,,32.5248051,-95.6479267
VERMILION,SD,Clay,1894,1932,42.7785671,-96.931922
VICTOR,CO,Teller,1894,,38.7104136,-105.1398938
WALNUT,NE,Knox,1894,1956,42.5494464,-98.2089643
WANETTE,OK,Pottawatomie,1894,,34.9624735,-97.0325324
WARD,CO,Boulder,1894,,40.0716973,-105.5082602
WARRENDALE,OR,Multnomah,1894,1942,45.6126174,-122.015639
WASHOE,NV,Washoe,1894,1920,39.2924098,-119.8262972
WEST PALMDALE,CA,Los Angeles,1894,1899,34.5788771,-118.0891559
WICKENBURG,AZ,Maricopa,1894,,33.9610239,-112.7729528
WILLOW,NE,Dawson,1894,1906,40.8886183,-100.0715134
WILSON CREEK,WA,Grant,1894,,47.422285,-119.1238867
WYANDOTTE,OK,Ottawa,1894,,36.7946718,-94.7249372
YAMPA,CO,Routt,1894,,40.1505483,-106.9070329
YANKTON,OR,Columbia,1894,1931,45.8667806,-122.8867723
YERINGTON,NV,Lyon,1894,,38.9880087,-119.1628672
ADELAIDE,CO,Fremont,1894,1901,38.5599955,-105.0908167
ADVANCE,TX,Parker,1894,1906,32.9412342,-97.9272595
AFRA,TX,Scurry,1894,1904,32.7598297,-100.6920581
ANGELUS,KS,Sheridan,1894,1911,39.1911181,-100.6843115
ANTHONY,TX,Fannin,1894,1907,33.676771,-96.3733188
AKINS,OK,Sequoyah,1894,1943,35.5070357,-94.6907765
ALEY,TX,Henderson,1894,1907,32.3218114,-96.2571997
ALSA,TX,Van Zandt,1894,1907,32.8184581,-96.0338585
ALTA LOMA,TX,Galveston,1894,1982,29.3780129,-95.1057625
ALTMAN,CO,Teller,1894,1911,38.7360995,-105.1338686
APEX,CO,Gilpin,1894,1932,39.8655851,-105.5702458
AROMAS,CA,San Benito,1894,,36.8885646,-121.6430011
ARRIOLA,CO,Montezuma,1894,1933,37.4424923,-108.646207
ASBURY,TX,Upshur,1894,1902,32.6906958,-94.7043748
AVOCA,OK,Pottawatomie,1894,1901,34.9895233,-96.9236322
AVON,UT,Cache,1894,1919,41.5329911,-111.8132743
BADGER,CA,Tulare,1894,1965,36.6313367,-119.0131624
BALFOUR,CO,Park,1894,1907,38.9072156,-105.7244487
BALLOW,WA,Mason,1894,1926,47.2403735,-122.8670845
BALSORA,TX,Wise,1894,1924,33.116229,-97.8519794
BAUM,OK,Carter,1894,1918,34.2681488,-96.9808455
BIGHILL,TX,Limestone,1894,1924,31.4676721,-96.6735949
BIGSPRING,KS,Douglas,1894,1903,39.0130561,-95.4849762
BIGSTONE,SD,Grant,1894,1910,45.2916316,-96.4628344
BLANCHE,TX,Cottle,1894,1910,34.0909096,-100.1234414
BLAND,TX,Bell,1894,1953,31.2129517,-97.5144579
BLUNTZER,TX,Nueces,1894,1930,27.8972422,-97.783053
BOB,OK,Love,1894,1907,33.8595468,-97.1269567
BOLAND,OK,Carter,1894,1894,34.2681488,-96.9808455
BONANZA,ID,Custer,1894,1918,44.3704682,-114.7278568
BOOTH,TX,Fort Bend,1894,1980,29.5299598,-95.6499471
BUSH,TX,Coryell,1894,1901,31.617659,-97.7997472
BUTTFIELD,TX,Jefferson,1894,1903,30.03577,-94.4243572
BYRON,OK,Alfalfa,1894,,36.9019722,-98.2939595
CADANASSA,CA,Yolo,1894,1918,38.7143479,-122.12914
CANON,AZ,Yavapai,1894,1938,34.0708665,-112.1507149
CAPS,TX,Taylor,1894,1916,32.3731825,-99.8470352
CARMONA,TX,Polk,1894,1956,30.9901873,-94.9565991
CARTWRIGHT,TX,Wood,1894,1907,32.8720697,-95.3713377
CARWILE,OK,Alfalfa,1894,1905,36.4633664,-98.3011828
CATALE,OK,Rogers,1894,1933,36.560923,-95.3719171
CAVENDISH,ID,Clearwater,1894,1944,46.5601764,-116.4340356
CENICERO,CO,Conejos,1894,1902,37.0794576,-105.9489092
CHAFFEE,ND,Cass,1894,1966,46.7744186,-97.3525923
CHAMBERSVILLE,TX,Collin,1894,1903,33.3062249,-96.6358249
CHANCE,CO,Gunnison,1894,1901,38.437214,-106.8497627
CHAPMAN,TX,Rusk,1894,1904,32.1498832,-94.6332634
CITRA,OK,Hughes,1894,1931,34.796479,-96.3763943
CLALLAM,WA,Clallam,1894,1911,48.2622995,-124.3013299
CLARKSVILLE,OK,Wagoner,1894,1916,35.8256556,-95.5141426
CLEARLAKE,UT,Millard,1894,1937,39.1182925,-112.7374499
CLEO,OK,Major,1894,1917,36.405312,-98.4406325
COKEDALE,WA,Skagit,1894,1904,48.5220534,-122.1720992
COLQUITT,TX,Kaufman,1894,1901,32.7954049,-96.3574823
COLUMBIA,AZ,Yavapai,1894,1915,34.0336438,-112.3104431
COLUMBUS,CO,La Plata,1894,1903,37.3277806,-107.6300588
CONSER,OK,LeFlore,1894,1919,34.8403791,-94.6849498
COOK,CA,San Benito,1894,1924,36.5307965,-121.1451978
COVE,TX,Chambers,1894,1948,29.8274438,-94.8024219
COVENTRY,CO,Montrose,1894,1917,38.1599905,-108.374807
CRABB,TX,Fort Bend,1894,1899,29.5382935,-95.7099486
CUEVITAS,TX,Jim Hogg,1894,1934,26.825883,-98.8614171
CUMBERLAND,OK,Marshall,1894,1975,34.0645415,-96.5997196
CUMBERLAND,WA,King,1894,1967,47.2828796,-121.9270553
CURTIS,OK,Woodward,1894,1952,36.4392029,-99.1426008
DAMON,OK,Latimer,1894,1934,34.8550995,-95.307749
DEEP CREEK,WA,Spokane,1894,1954,47.6429426,-117.7121653
DETROIT,WA,Mason,1894,1922,47.335095,-122.8320847
DEWVILLE,TX,Gonzales,1894,1955,29.3780155,-97.8111115
DEXTER,OK,Pushmataha,1894,1907,34.589545,-95.3527475
DOXEY,OK,Roger Mills,1894,1896,35.4506051,-99.6253779
DOZIER,TX,Collingsworth,1894,1964,35.081162,-100.3440105
DRACE,OK,Noble,1894,1905,36.3405977,-97.2197646
DREKA,TX,Shelby,1894,1907,31.6748973,-93.9563017
DRIFTWOOD,OK,Alfalfa,1894,1959,36.8791951,-98.3595173
DUNLAP,WA,King,1894,1911,47.5314881,-122.2695679
EASTERLY,TX,Robertson,1894,1974,31.1054616,-96.3841328
EDGE,TX,Brazos,1894,1957,30.8899124,-96.2946839
EDGEWOOD,WA,Pierce,1894,1903,47.2501005,-122.293732
EDGEWORTH,TX,Bell,1894,1904,30.9515741,-97.1405489
EDHUBE,TX,Fannin,1894,1906,33.5264956,-96.2177562
ELDORADO,KS,Butler,1894,1939,37.81724,-96.8622524
ELDRIDGE,CA,Sonoma,1894,,38.348802,-122.510815
ELK,TX,McLennan,1894,1906,31.6165551,-96.935828
ENTERPRISE,ID,Owyhee,1894,1917,43.4221034,-116.7148538
ETOWAH,OK,Cleveland,1894,1907,35.1270167,-97.1689147
EUGENE,CA,Stanislaus,1894,1930,37.8929816,-120.8468785
EYRIE,TX,Ellis,1894,1903,32.3132003,-97.0116691
FALLIS,OK,Lincoln,1894,1970,35.748392,-97.1205871
FAME,OK,McIntosh,1894,1965,35.3623219,-95.6458205
FARGO,TX,Wilbarger,1894,1915,34.2948051,-99.2775829
FARRALL,WY,Crook,1894,1928,44.5838766,-104.2574424
FISHER,WA,Clark,1894,1917,45.589841,-122.5037041
FOLSOM,OK,Johnston,1894,1955,34.1934265,-96.4205502
FOXHOLM,ND,Ward,1894,1967,48.3694583,-101.5712744
FRANCES,WA,Pacific,1894,1973,46.5423258,-123.5048754
FRANKS,OK,Pontotoc,1894,1932,34.6064788,-96.6427851
FREEMOUND,TX,Cooke,1894,1907,33.5606639,-97.476413
FRESNAL,NM,Otero,1894,1901,32.950923,-105.8355422
FRUIT,TX,Smith,1894,1900,32.3982032,-95.2668947
FULLER,KS,Crawford,1894,1914,37.5222697,-94.619681
GARRETT,TX,Ellis,1894,1960,32.3634765,-96.6547135
GEORGETOWN,UT,Kane,1894,1902,37.5355399,-112.0549112
GILL,TX,Harrison,1894,1905,32.3929325,-94.3410295
GILLETT,CO,Teller,1894,1913,38.7819327,-105.1227577
GLENGROUSE,KS,Cowley,1894,1904,37.4569689,-96.5802946
GLENN,OK,Carter,1894,1922,34.3178683,-97.1955726
GOLCONDA,CO,Montezuma,1894,1895,37.4574963,-108.1523
GOLD,CA,Madera,1894,1907,37.1907809,-119.6187542
GOODWATER,OK,McCurtain,1894,1959,33.9101127,-94.5732664
GOODWIN,AZ,Yavapai,1894,1943,34.3558606,-112.3798891
GROVER,UT,Wayne,1894,1952,38.2280366,-111.3498957
GUERTIE,OK,Hughes,1894,1907,34.8367575,-96.2897271
HACKNEY,KS,Cowley,1894,1924,37.1661374,-97.1475402
HAIL,TX,Fannin,1894,1907,33.5009396,-96.0574717
HAMDEN,OK,Choctaw,1894,1924,34.1423245,-95.5666323
HARPERSVILLE,TX,Stephens,1894,1924,32.6001248,-98.9342344
HARRIS,OK,McCurtain,1894,1966,33.7503873,-94.7291005
HART,OK,Pontotoc,1894,1920,34.7142519,-96.9172392
HAWLEY,OK,Grant,1894,1908,36.7530846,-98.0192288
HEMMING,TX,Cooke,1894,1905,33.4315022,-97.0858437
HEREFORD,SD,Meade,1894,1985,44.3872086,-102.8954511
HILTON,CA,Sonoma,1894,1953,38.5046346,-122.9402743
HIRD,OK,Pontotoc,1894,1902,34.8106417,-96.6519562
HIX,TX,Burleson,1894,1909,30.697974,-96.6621951
HOCHATOWN,OK,McCurtain,1894,1963,34.1523292,-94.7527181
HOGANVILLE,KS,Graham,1894,1899,39.1897279,-100.0892959
HONEA,TX,Montgomery,1894,1923,30.3185424,-95.599666
HOYLE,OK,Major,1894,1902,36.2458685,-98.1853448
INTERBAY,WA,King,1894,1898,47.641209,-122.3959623
IONA,OK,Murray,1894,1929,34.6170305,-97.0297411
IRIS,CO,Saguache,1894,1902,38.4161032,-106.8289286
IVANHOE,NM,Grant,1894,1897,32.7839646,-108.0972645
JAMESBURG,CA,Monterey,1894,1935,36.3696841,-121.5902203
JEFFERSON,OK,Grant,1894,1973,36.7205853,-97.7906099
KEENBROOK,CA,San Bernardino,1894,1921,34.2494509,-117.4575498
KIT,TX,Dallas,1894,1904,32.8140177,-96.9488945
KLINEFELTER,CA,San Bernardino,1894,1895,34.9005578,-114.7669136
LAFONTAINE,KS,Wilson,1894,1989,37.3992228,-95.8452598
LAKE VIEW,CA,Riverside,1894,,33.8386295,-117.1180873
LAKENON,TX,Hill,1894,1900,32.0520981,-97.0244466
LANARK,ID,Bear Lake,1894,1896,42.2815928,-111.4285421
LATCH,TX,Upshur,1894,1906,32.696803,-95.0691084
LEARY,TX,Bowie,1894,1960,33.460123,-94.2076945
LEO,TX,Cooke,1894,1945,33.4528892,-97.3947438
LEROY,OK,Pawnee,1894,1906,36.2103588,-96.2569551
LODI,OK,Latimer,1894,1955,35.0092649,-95.0421825
LONG,OK,Sequoyah,1894,1937,35.49759,-94.5846626
MALTERMORO,CA,Fresno,1894,1913,36.7491167,-119.6993068
MANFRED,ND,Wells,1894,1992,47.6947241,-99.748178
MANTEY,KS,Linn,1894,1905,38.0522553,-94.8057963
MAPLEHILL,KS,Wabaunsee,1894,1950,39.0847215,-96.0280469
MARENGO,TX,Menard,1894,1895,30.8690645,-99.5286744
MARIETTA,WA,Whatcom,1894,1984,48.7870531,-122.5804513
MCLAIN,OK,Muskogee,1894,1915,35.5664866,-95.2688544
MECCA,TX,Madison,1894,1907,30.9840768,-96.0669011
MILLWOOD,CA,Fresno,1894,1909,36.7446692,-119.0045538
MINGO,KS,Thomas,1894,1940,39.2783386,-100.9623745
MONSERATE,TX,Lavaca,1894,1905,29.3821882,-97.0052614
MOONLIGHT,KS,Dickinson,1894,1905,39.0027759,-97.1025163
MORAY,KS,Doniphan,1894,1938,39.7624971,-95.1716402
MOSCOW,WA,Lincoln,1894,1906,47.5248776,-118.1266345
MURPHY,CA,Calaveras,1894,1935,38.1374202,-120.4596437
NEAL,OK,Pottawatomie,1894,1907,35.3331278,-96.7897425
NEEDMORE,OK,Delaware,1894,1913,36.6159107,-94.9177365
NEMAH,WA,Pacific,1894,1923,46.512045,-123.8859931
NEWCASTLE,WA,King,1894,1935,47.5389889,-122.1556769
NEWHARP,TX,Montague,1894,1905,33.4526103,-97.5728055
NIGTON,TX,Trinity,1894,1932,31.2215742,-94.9077105
NOGALUS,TX,Trinity,1894,1920,31.2554611,-95.0882695
NORRIE,CO,Pitkin,1894,1918,39.3247087,-106.6555894
NORTH ENID,OK,Garfield,1894,1923,36.4355886,-97.8689466
NORTHRUP,TX,Lee,1894,1930,30.1004963,-96.9702606
NOVOHRAD,TX,Lavaca,1894,1905,29.6057913,-97.0488735
OSTRANDER,WA,Cowlitz,1894,1939,46.1926122,-122.8920562
OWL,OK,Coal,1894,1907,34.6098141,-96.3455572
PARKER,OK,Kay,1894,1895,36.8044767,-97.2828207
PARKLAND,OK,Lincoln,1894,1918,35.8400636,-96.8422474
PAWNEE,CA,Shasta,1894,1902,40.6123766,-122.0344419
PAYNE SPRING,TX,Henderson,1894,1905,32.2782024,-96.0669152
PERRYVILLE,TX,Wood,1894,1906,32.8656836,-95.1577197
PICACHO,CA,Imperial,1894,1926,33.0230953,-114.6110651
PIEDMONT,WA,Clallam,1894,1935,48.0936984,-123.791588
PIERCETON,OK,Kay,1894,1903,36.7219791,-97.2300421
PINK,OK,Pottawatomie,1894,1906,35.2606255,-97.1197479
PISMO,CA,San Luis Obispo,1894,1923,35.1427533,-120.6412827
POPLAR,ID,Bonneville,1894,1910,43.6201917,-111.6857942
PORTERVILLE,UT,Morgan,1894,1905,40.9813345,-111.6782654
PORTOLA,CA,San Mateo,1894,1901,37.3841067,-122.2352443
PROGRESO,NM,Torrance,1894,1904,34.4789563,-105.8819548
PRUNEDALE,CA,Monterey,1894,1908,36.7757907,-121.6696689
PUNTA,NM,Torrance,1894,1913,34.6000612,-106.2839068
QUARTZBURG,ID,Boise,1894,1940,43.9610043,-115.9884507
RAINY,OK,Washita,1894,1905,35.1444995,-98.9545182
RAN,OK,Love,1894,1916,33.9837106,-96.9863977
REAGAN,OK,Johnston,1894,1931,34.348982,-96.7216716
RELIEF,CA,Nevada,1894,1921,39.3612854,-120.8607772
RENFROW,OK,Grant,1894,1974,36.9255822,-97.6558845
RHONE,CO,Mesa,1894,1904,39.1266478,-108.6784309
RICHLAND,CA,San Diego,1894,1905,33.1542054,-117.1411443
RITA,TX,Burleson,1894,1905,30.6868638,-96.6088597
RIVERSIDE,ID,Bingham,1894,1905,43.1968591,-112.4352579
ROBE,WA,Snohomish,1894,1954,48.0973255,-121.8134608
ROBERTA,OK,Bryan,1894,1930,33.9264872,-96.3024877
ROCKETT,TX,Ellis,1894,1907,32.4698617,-96.7638844
ROLLA,TX,Collingsworth,1894,1910,34.8053327,-100.3106745
ROWENA,CO,Boulder,1894,1918,40.0769302,-105.3894385
ROWEVILLE,UT,Box Elder,1894,1896,41.7171498,-112.2588442
RUCKER,CA,Santa Clara,1894,1900,37.0541138,-121.5921652
RUSHCENTER,KS,Rush,1894,1924,38.4652912,-99.3101052
SALTY,TX,Milam,1894,1909,30.5935337,-97.1327677
SANDOVAL,TX,Williamson,1894,1904,30.6401972,-97.2905515
SARILDA,ID,Fremont,1894,1906,44.1101912,-111.5738482
SARON,TX,Trinity,1894,1929,31.03574,-95.2641051
SENATE,TX,Jack,1894,1913,33.174282,-98.2942153
SESPE,CA,Ventura,1894,1932,34.3999971,-118.9503775
SHEFFIELD,TX,Cass,1894,1896,32.9368018,-94.2537994
SHEPTON,TX,Collin,1894,1903,33.0273435,-96.7947225
SHERMAN,KS,Cherokee,1894,1964,37.2572835,-95.0571872
SHULTZ,AZ,Pinal,1894,1922,32.722568,-110.6406547
SLOAN,TX,San Saba,1894,1904,31.1618339,-98.9092119
SMOKY,KS,McPherson,1894,1895,38.5452852,-97.7775431
SOLMS,TX,Comal,1894,1903,29.6657814,-98.170843
STILES,TX,Reagan,1894,1938,31.4068132,-101.5662301
STROMAN,TX,Gonzales,1894,1896,29.415238,-97.6372185
STUDLEY,KS,Sheridan,1894,1988,39.3530598,-100.163744
SUMNER,OK,Noble,1894,1957,36.3189338,-97.1214291
SUN,KS,Barber,1894,1909,37.3786333,-98.9159328
SUTPHEN,KS,Dickinson,1894,1905,39.0483309,-97.0552927
